"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","NUMERIC_PRECISION","NUMERIC_SCALE","IS_NULLABLE","ORDINAL_POSITION"
"compras","factura_proveedor","motivo_anulacion","nvarchar","500","","","YES","27"
"compras","factura_proveedor_detalle","id_factura_proveedor_detalle","bigint","","19","0","NO","1"
"compras","factura_proveedor_detalle","id_factura_proveedor","bigint","","19","0","NO","2"
"compras","factura_proveedor_detalle","id_empresa","bigint","","19","0","NO","3"
"compras","factura_proveedor_detalle","orden_detalle","int","","10","0","NO","4"
"compras","factura_proveedor_detalle","id_producto","bigint","","19","0","YES","5"
"compras","factura_proveedor_detalle","descripcion_linea","nvarchar","300","","","NO","6"
"compras","factura_proveedor_detalle","cantidad","decimal","","18","4","NO","7"
"compras","factura_proveedor_detalle","precio_unitario","decimal","","18","6","NO","8"
"compras","factura_proveedor_detalle","subtotal_linea","decimal","","18","2","NO","9"
"compras","factura_proveedor_detalle","id_impuesto","bigint","","19","0","YES","10"
"compras","factura_proveedor_detalle","porcentaje_impuesto","decimal","","9","4","NO","11"
"compras","factura_proveedor_detalle","monto_impuesto_linea","decimal","","18","2","NO","12"
"compras","factura_proveedor_detalle","total_linea","decimal","","18","2","NO","13"
"compras","factura_proveedor_detalle","codigo_cuenta_gasto","nvarchar","20","","","NO","14"
"compras","factura_proveedor_detalle","id_centro_costo","bigint","","19","0","YES","15"
"compras","factura_proveedor_detalle","observacion","nvarchar","300","","","YES","16"
"compras","factura_proveedor_detalle","estado","nvarchar","20","","","NO","17"
"compras","factura_proveedor_detalle","fecha_creacion","datetime2","","","","NO","18"
"compras","factura_proveedor_detalle","usuario_creacion","nvarchar","100","","","NO","19"
"compras","factura_proveedor_detalle","fecha_modificacion","datetime2","","","","YES","20"
"compras","factura_proveedor_detalle","usuario_modificacion","nvarchar","100","","","YES","21"
"compras","factura_proveedor_detalle","fecha_anulacion","datetime2","","","","YES","22"
"compras","factura_proveedor_detalle","usuario_anulacion","nvarchar","100","","","YES","23"
"compras","factura_proveedor_detalle","motivo_anulacion","nvarchar","500","","","YES","24"
"configuracion","asignacion_plantilla_formato","id_asignacion_plantilla_formato","bigint","","19","0","NO","1"
"configuracion","asignacion_plantilla_formato","id_tipo_documento_formato","bigint","","19","0","NO","2"
"configuracion","asignacion_plantilla_formato","id_plantilla_formato","bigint","","19","0","NO","3"
"configuracion","asignacion_plantilla_formato","id_empresa","bigint","","19","0","YES","4"
"configuracion","asignacion_plantilla_formato","id_sucursal","bigint","","19","0","YES","5"
"configuracion","asignacion_plantilla_formato","es_activa","bit","","","","NO","6"
"configuracion","asignacion_plantilla_formato","prioridad_resolucion","int","","10","0","NO","7"
"configuracion","asignacion_plantilla_formato","fecha_vigencia_desde","date","","","","NO","8"
"configuracion","asignacion_plantilla_formato","fecha_vigencia_hasta","date","","","","YES","9"
"configuracion","asignacion_plantilla_formato","usuario_registro","nvarchar","100","","","NO","10"
