"foreign_key","parent_schema","parent_table","parent_column","referenced_schema","referenced_table","referenced_column"
"FK_movimiento_documento_pagar_documento","cxp","movimiento_documento_pagar","id_documento_pagar","cxp","documento_pagar","id_documento_pagar"
"FK_movimiento_documento_pagar_empresa","cxp","movimiento_documento_pagar","id_empresa","empresa","empresa","id_empresa"
"FK_movimiento_documento_pagar_proveedor","cxp","movimiento_documento_pagar","id_proveedor","proveedores","proveedor","id_proveedor"
"FK_movimiento_documento_pagar_sucursal","cxp","movimiento_documento_pagar","id_sucursal","empresa","sucursal","id_sucursal"
"FK_pago_proveedor_asiento","cxp","pago_proveedor","id_asiento","contabilidad","asiento","id_asiento"
"FK_pago_proveedor_cuenta_bancaria","cxp","pago_proveedor","id_cuenta_bancaria","bancos","cuenta_bancaria","id_cuenta_bancaria"
"FK_pago_proveedor_empresa","cxp","pago_proveedor","id_empresa","empresa","empresa","id_empresa"
"FK_pago_proveedor_moneda","cxp","pago_proveedor","id_moneda","administracion","moneda","id_moneda"
"FK_pago_proveedor_movimiento_bancario","cxp","pago_proveedor","id_movimiento_bancario","bancos","movimiento_bancario","id_movimiento_bancario"
"FK_pago_proveedor_proveedor","cxp","pago_proveedor","id_proveedor","proveedores","proveedor","id_proveedor"
"FK_pago_proveedor_secuencia","cxp","pago_proveedor","id_secuencia_documento","administracion","secuencia_documento","id_secuencia_documento"
"FK_pago_proveedor_sucursal","cxp","pago_proveedor","id_sucursal","empresa","sucursal","id_sucursal"
"FK_pago_proveedor_detalle_documento","cxp","pago_proveedor_detalle","id_documento_pagar","cxp","documento_pagar","id_documento_pagar"
"FK_pago_proveedor_detalle_empresa","cxp","pago_proveedor_detalle","id_empresa","empresa","empresa","id_empresa"
"FK_pago_proveedor_detalle_pago","cxp","pago_proveedor_detalle","id_pago_proveedor","cxp","pago_proveedor","id_pago_proveedor"
"FK_configuracion_general_empresa","empresa","configuracion_general","id_empresa","empresa","empresa","id_empresa"
"FK_sucursal_empresa","empresa","sucursal","id_empresa","empresa","empresa","id_empresa"
"FK_inventario_bodega_centro_costo","inventario","bodega","id_centro_costo","contabilidad","centro_costo","id_centro_costo"
"FK_inventario_bodega_empresa","inventario","bodega","id_empresa","empresa","empresa","id_empresa"
"FK_inventario_bodega_sucursal","inventario","bodega","id_sucursal","empresa","sucursal","id_sucursal"
"FK_inventario_categoria_producto_empresa","inventario","categoria_producto","id_empresa","empresa","empresa","id_empresa"
"FK_inventario_producto_categoria","inventario","producto","id_categoria_producto","inventario","categoria_producto","id_categoria_producto"
"FK_inventario_producto_cuenta_costo","inventario","producto","codigo_cuenta_costo","contabilidad","catalogo_cuenta_muc","codigo_cuenta"
"FK_inventario_producto_cuenta_ingreso","inventario","producto","codigo_cuenta_ingreso","contabilidad","catalogo_cuenta_muc","codigo_cuenta"
"FK_inventario_producto_cuenta_inventario","inventario","producto","codigo_cuenta_inventario","contabilidad","catalogo_cuenta_muc","codigo_cuenta"
"FK_inventario_producto_empresa","inventario","producto","id_empresa","empresa","empresa","id_empresa"
"FK_inventario_producto_impuesto","inventario","producto","id_impuesto_defecto","administracion","impuesto","id_impuesto"
"FK_inventario_producto_moneda","inventario","producto","id_moneda_base","administracion","moneda","id_moneda"
"FK_inventario_producto_unidad","inventario","producto","id_unidad_medida","inventario","unidad_medida","id_unidad_medida"
"FK_inventario_unidad_medida_empresa","inventario","unidad_medida","id_empresa","empresa","empresa","id_empresa"
"FK_modulo_padre","menu","modulo","id_modulo_padre","menu","modulo","id_modulo"
"FK_modulo_rol_modulo","menu","modulo_rol","id_modulo","menu","modulo","id_modulo"
"FK_modulo_rol_rol","menu","modulo_rol","id_rol","seguridad","rol","id_rol"
"FK_concepto_nomina_tipo","nomina","concepto_nomina","id_tipo_concepto_nomina","nomina","tipo_concepto_nomina","id_tipo_concepto_nomina"
"FK_descuento_fijo_empleado","nomina","descuento_fijo_empleado","id_empleado","rrhh","empleado","id_empleado"
"FK_devengado_variable_concepto","nomina","devengado_variable_periodo","id_concepto_nomina","nomina","concepto_nomina","id_concepto_nomina"
"FK_devengado_variable_empleado","nomina","devengado_variable_periodo","id_empleado","rrhh","empleado","id_empleado"
"FK_devengado_variable_esquema","nomina","devengado_variable_periodo","id_esquema_variable_empleado","nomina","esquema_variable_empleado","id_esquema_variable_empleado"
"FK_devengado_variable_periodo","nomina","devengado_variable_periodo","id_periodo_nomina","nomina","periodo_nomina","id_periodo_nomina"
"FK_envio_esquela_estado","nomina","envio_esquela_pago","id_estado_envio_esquela","nomina","estado_envio_esquela","id_estado_envio_esquela"
"FK_envio_esquela_pago","nomina","envio_esquela_pago","id_esquela_pago","nomina","esquela_pago","id_esquela_pago"
"FK_esquela_pago_estado","nomina","esquela_pago","id_estado_esquela_pago","nomina","estado_esquela_pago","id_estado_esquela_pago"
"FK_esquela_pago_nomina_detalle","nomina","esquela_pago","id_nomina_detalle","nomina","nomina_detalle","id_nomina_detalle"
"FK_esquema_variable_empleado_empleado","nomina","esquema_variable_empleado","id_empleado","rrhh","empleado","id_empleado"
"FK_esquema_variable_empleado_tipo","nomina","esquema_variable_empleado","id_tipo_esquema_variable","nomina","tipo_esquema_variable","id_tipo_esquema_variable"
"FK_liquidacion_contrato","nomina","liquidacion","id_contrato","rrhh","contrato","id_contrato"
"FK_liquidacion_empleado","nomina","liquidacion","id_empleado","rrhh","empleado","id_empleado"
"FK_liquidacion_detalle_concepto","nomina","liquidacion_detalle","id_concepto_nomina","nomina","concepto_nomina","id_concepto_nomina"
"FK_liquidacion_detalle_liquidacion","nomina","liquidacion_detalle","id_liquidacion","nomina","liquidacion","id_liquidacion"
"FK_meta_variable_empleado","nomina","meta_variable_empleado","id_empleado","rrhh","empleado","id_empleado"
"FK_movimiento_variable_concepto","nomina","movimiento_variable_empleado","id_concepto_nomina","nomina","concepto_nomina","id_concepto_nomina"
"FK_movimiento_variable_empleado","nomina","movimiento_variable_empleado","id_empleado","rrhh","empleado","id_empleado"
"FK_nomina_estado","nomina","nomina","id_estado_nomina","nomina","estado_nomina","id_estado_nomina"
"FK_nomina_periodo","nomina","nomina","id_periodo_nomina","nomina","periodo_nomina","id_periodo_nomina"
"FK_nomina_detalle_contrato","nomina","nomina_detalle","id_contrato","rrhh","contrato","id_contrato"
"FK_nomina_detalle_empleado","nomina","nomina_detalle","id_empleado","rrhh","empleado","id_empleado"
"FK_nomina_detalle_nomina","nomina","nomina_detalle","id_nomina","nomina","nomina","id_nomina"
"FK_nomina_detalle_concepto_concepto","nomina","nomina_detalle_concepto","id_concepto_nomina","nomina","concepto_nomina","id_concepto_nomina"
"FK_nomina_detalle_concepto_detalle","nomina","nomina_detalle_concepto","id_nomina_detalle","nomina","nomina_detalle","id_nomina_detalle"
"FK_periodo_nomina_estado","nomina","periodo_nomina","id_estado_periodo_nomina","nomina","estado_periodo_nomina","id_estado_periodo_nomina"
"FK_prestamo_empleado","nomina","prestamo_empleado","id_empleado","rrhh","empleado","id_empleado"
"FK_regla_esquema_variable","nomina","regla_esquema_variable","id_esquema_variable_empleado","nomina","esquema_variable_empleado","id_esquema_variable_empleado"
"FK_aplicacion_dispensa_credito_pago","operacion","aplicacion_dispensa_credito","id_pago_credito","creditos","pago_credito","id_pago_credito"
"FK_aplicacion_dispensa_solicitud","operacion","aplicacion_dispensa_credito","id_solicitud_dispensa_credito","operacion","solicitud_dispensa_credito","id_solicitud_dispensa_credito"
"FK_aplicacion_dispensa_detalle_aplicacion","operacion","aplicacion_dispensa_credito_detalle","id_aplicacion_dispensa_credito","operacion","aplicacion_dispensa_credito","id_aplicacion_dispensa_credito"
"FK_aplicacion_dispensa_detalle_solicitud","operacion","aplicacion_dispensa_credito_detalle","id_solicitud_dispensa_credito_detalle","operacion","solicitud_dispensa_credito_detalle","id_solicitud_dispensa_credito_detalle"
"FK_bitacora_dispensa_credito_solicitud","operacion","bitacora_dispensa_credito","id_solicitud_dispensa_credito","operacion","solicitud_dispensa_credito","id_solicitud_dispensa_credito"
"FK_solicitud_anulacion_pago_pago","operacion","solicitud_anulacion_pago","id_pago_credito","creditos","pago_credito","id_pago_credito"
"FK_solicitud_dispensa_credito_credito","operacion","solicitud_dispensa_credito","id_credito","creditos","credito","id_credito"
"FK_solicitud_dispensa_credito_estado","operacion","solicitud_dispensa_credito","id_estado_dispensa","operacion","estado_dispensa","id_estado_dispensa"
"FK_solicitud_dispensa_credito_tipo","operacion","solicitud_dispensa_credito","id_tipo_dispensa","operacion","tipo_dispensa","id_tipo_dispensa"
"FK_solicitud_dispensa_credito_detalle_cuota","operacion","solicitud_dispensa_credito_detalle","id_cuota","creditos","plan_pago_credito","id_plan_pago_credito"
"FK_solicitud_dispensa_detalle_cabecera","operacion","solicitud_dispensa_credito_detalle","id_solicitud_dispensa_credito","operacion","solicitud_dispensa_credito","id_solicitud_dispensa_credito"
"FK_solicitud_dispensa_detalle_concepto","operacion","solicitud_dispensa_credito_detalle","id_concepto_dispensa","operacion","concepto_dispensa","id_concepto_dispensa"
"FK_tipo_cambio_oficial_lote","parametros","tipo_cambio_oficial","id_lote_importacion_tipo_cambio","parametros","lote_importacion_tipo_cambio","id_lote_importacion_tipo_cambio"
"FK_proveedores_proveedor_banco","proveedores","proveedor","id_banco_referencia","rrhh","banco","id_banco"
"FK_proveedores_proveedor_cuenta","proveedores","proveedor","codigo_cuenta_por_pagar","contabilidad","catalogo_cuenta_muc","codigo_cuenta"
"FK_proveedores_proveedor_empresa","proveedores","proveedor","id_empresa","empresa","empresa","id_empresa"
"FK_proveedores_proveedor_moneda","proveedores","proveedor","id_moneda_habitual","administracion","moneda","id_moneda"
"FK_cierre_credito_lote","regulatorio","cierre_credito","id_lote_cierre","regulatorio","lote_cierre","id_lote_cierre"
"FK_regulatorio_conami_regla_norma","regulatorio","conami_regla","id_norma","regulatorio","conami_norma","id_norma"
"FK_lote_cierre_version","regulatorio","lote_cierre","id_version_regla","regulatorio","version_regla","id_version_regla"
"FK_rango_mora_version","regulatorio","rango_mora","id_version_regla","regulatorio","version_regla","id_version_regla"
"FK_regla_clasificacion_version","regulatorio","regla_clasificacion","id_version_regla","regulatorio","version_regla","id_version_regla"
"FK_regla_provision_version","regulatorio","regla_provision","id_version_regla","regulatorio","version_regla","id_version_regla"
"FK_accion_personal_empleado","rrhh","accion_personal","id_empleado","rrhh","empleado","id_empleado"
"FK_rrhh_cargo_departamento","rrhh","cargo","id_departamento","rrhh","departamento","id_departamento"
"FK_contrato_empleado","rrhh","contrato","id_empleado","rrhh","empleado","id_empleado"
"FK_contrato_horario","rrhh","contrato","id_horario_laboral","rrhh","horario_laboral","id_horario_laboral"
"FK_contrato_tipo","rrhh","contrato","id_tipo_contrato","rrhh","tipo_contrato","id_tipo_contrato"
"FK_empleado_banco","rrhh","empleado","id_banco","rrhh","banco","id_banco"
"FK_empleado_cargo","rrhh","empleado","id_cargo","rrhh","cargo","id_cargo"
"FK_empleado_departamento","rrhh","empleado","id_departamento","rrhh","departamento","id_departamento"
"FK_empleado_estado","rrhh","empleado","id_estado_empleado","rrhh","estado_empleado","id_estado_empleado"
"FK_rrhh_empleado_supervision_empleado","rrhh","empleado_supervision","id_empleado","rrhh","empleado","id_empleado"
"FK_rrhh_empleado_supervision_supervisor","rrhh","empleado_supervision","id_supervisor_empleado","rrhh","empleado","id_empleado"
"FK_rrhh_estructura_organizativa_nodo_cargo","rrhh","estructura_organizativa_nodo","id_cargo","rrhh","cargo","id_cargo"
"FK_rrhh_estructura_organizativa_nodo_departamento","rrhh","estructura_organizativa_nodo","id_departamento","rrhh","departamento","id_departamento"
"FK_rrhh_estructura_organizativa_nodo_empleado","rrhh","estructura_organizativa_nodo","id_empleado_titular","rrhh","empleado","id_empleado"
"FK_rrhh_estructura_organizativa_nodo_padre","rrhh","estructura_organizativa_nodo","id_nodo_padre","rrhh","estructura_organizativa_nodo","id_nodo_estructura"
"FK_expediente_documento_empleado","rrhh","expediente_documento","id_empleado","rrhh","empleado","id_empleado"
"FK_hora_extra_empleado","rrhh","hora_extra","id_empleado","rrhh","empleado","id_empleado"
"FK_hora_extra_tipo","rrhh","hora_extra","id_tipo_hora_extra","rrhh","tipo_hora_extra","id_tipo_hora_extra"
"FK_rrhh_marcacion_reloj_empleado","rrhh","marcacion_reloj","id_empleado","rrhh","empleado","id_empleado"
"FK_rrhh_marcacion_reloj_usuario","rrhh","marcacion_reloj","id_usuario","seguridad","usuario","id_usuario"
"FK_permiso_empleado","rrhh","solicitud_permiso","id_empleado","rrhh","empleado","id_empleado"
"FK_permiso_tipo","rrhh","solicitud_permiso","id_tipo_permiso","rrhh","tipo_permiso","id_tipo_permiso"
"FK_vacacion_empleado","rrhh","vacacion","id_empleado","rrhh","empleado","id_empleado"
"FK_bitacora_acceso_usuario","seguridad","bitacora_acceso","id_usuario","seguridad","usuario","id_usuario"
"FK_rol_permiso_permiso","seguridad","rol_permiso","id_permiso","seguridad","permiso","id_permiso"
"FK_rol_permiso_rol","seguridad","rol_permiso","id_rol","seguridad","rol","id_rol"
"FK_sesion_usuario_usuario","seguridad","sesion_usuario","id_usuario","seguridad","usuario","id_usuario"
"FK_recuperacion_clave_usuario","seguridad","solicitud_recuperacion_clave","id_usuario","seguridad","usuario","id_usuario"
"FK_usuario_sucursal","seguridad","usuario","id_sucursal","empresa","sucursal","id_sucursal"
"FK_seguridad_usuario_modulo_usuario","seguridad","usuario_modulo","id_usuario","seguridad","usuario","id_usuario"
"FK_usuario_rol_rol","seguridad","usuario_rol","id_rol","seguridad","rol","id_rol"
"FK_usuario_rol_usuario","seguridad","usuario_rol","id_usuario","seguridad","usuario","id_usuario"
"FK_ventas_factura_asiento","ventas","factura","id_asiento","contabilidad","asiento","id_asiento"
"FK_ventas_factura_cliente","ventas","factura","id_cliente","clientes","cliente","id_cliente"
"FK_ventas_factura_cobro_cliente_contado","ventas","factura","id_cobro_cliente_contado","cxc","cobro_cliente","id_cobro_cliente"
"FK_ventas_factura_documento_cobrar","ventas","factura","id_documento_cobrar","cxc","documento_cobrar","id_documento_cobrar"
"FK_ventas_factura_empresa","ventas","factura","id_empresa","empresa","empresa","id_empresa"
"FK_ventas_factura_lista_precio","ventas","factura","id_lista_precio","ventas","lista_precio","id_lista_precio"
"FK_ventas_factura_moneda","ventas","factura","id_moneda","administracion","moneda","id_moneda"
"FK_ventas_factura_sucursal","ventas","factura","id_sucursal","empresa","sucursal","id_sucursal"
"FK_ventas_factura_detalle_cuenta","ventas","factura_detalle","codigo_cuenta_ingreso","contabilidad","catalogo_cuenta_muc","codigo_cuenta"
"FK_ventas_factura_detalle_factura","ventas","factura_detalle","id_factura","ventas","factura","id_factura"
"FK_ventas_factura_detalle_impuesto","ventas","factura_detalle","id_impuesto","administracion","impuesto","id_impuesto"
"FK_ventas_factura_detalle_producto","ventas","factura_detalle","id_producto","inventario","producto","id_producto"
"FK_ventas_lista_precio_empresa","ventas","lista_precio","id_empresa","empresa","empresa","id_empresa"
"FK_ventas_lista_precio_moneda","ventas","lista_precio","id_moneda","administracion","moneda","id_moneda"
"FK_ventas_lista_precio_detalle_header","ventas","lista_precio_detalle","id_lista_precio","ventas","lista_precio","id_lista_precio"
"FK_ventas_lista_precio_detalle_producto","ventas","lista_precio_detalle","id_producto","inventario","producto","id_producto"
"FK_ventas_nota_credito_asiento","ventas","nota_credito","id_asiento","contabilidad","asiento","id_asiento"
"FK_ventas_nota_credito_cliente","ventas","nota_credito","id_cliente","clientes","cliente","id_cliente"
"FK_ventas_nota_credito_cuenta","ventas","nota_credito","codigo_cuenta_ingreso","contabilidad","catalogo_cuenta_muc","codigo_cuenta"
"FK_ventas_nota_credito_documento","ventas","nota_credito","id_documento_cobrar","cxc","documento_cobrar","id_documento_cobrar"
"FK_ventas_nota_credito_empresa","ventas","nota_credito","id_empresa","empresa","empresa","id_empresa"
"FK_ventas_nota_credito_factura","ventas","nota_credito","id_factura","ventas","factura","id_factura"
"FK_ventas_nota_credito_moneda","ventas","nota_credito","id_moneda","administracion","moneda","id_moneda"
"FK_ventas_nota_credito_sucursal","ventas","nota_credito","id_sucursal","empresa","sucursal","id_sucursal"
